-284	-927	-471	21	44	-35	-1	108	14	-34	
-226	-930	-483	19	47	-32	0	108	15	3	
-190	-935	-478	25	48	-30	3	100	14	-15	
-223	-920	-467	19	45	-25	2	102	17	-47	
-277	-939	-464	27	51	-26	0	105	15	-24	
-260	-939	-469	22	50	-24	3	102	23	5	
-245	-929	-457	19	46	-23	3	103	18	-24	
-272	-934	-466	19	42	-25	-1	106	14	-51	
-277	-931	-475	19	40	-25	0	105	11	-18	
-262	-911	-461	19	48	-31	0	105	20	7	
-258	-893	-466	21	46	-29	7	108	15	-28	
-255	-894	-454	24	45	-30	1	105	15	-45	
-259	-876	-439	21	44	-40	4	110	15	-11	
-275	-849	-438	21	45	-35	-1	106	14	-11	
-275	-829	-440	18	46	-34	-2	110	14	-34	
-239	-796	-442	19	44	-36	2	108	15	-53	
-239	-776	-440	19	46	-35	2	113	14	-10	
-223	-768	-440	21	47	-37	3	112	14	1	
-242	-748	-431	21	46	-36	3	116	19	-36	
-249	-694	-441	22	47	-37	3	118	17	-49	
-230	-720	-416	22	47	-33	6	121	15	-8	
-218	-670	-447	22	44	-37	3	118	12	7	
-188	-674	-434	21	46	-35	4	118	14	-41	
-227	-640	-426	26	45	-34	7	115	17	-51	
-227	-587	-402	27	46	-33	4	113	15	-3	
-193	-693	-408	19	43	-35	2	109	15	4	
-212	-705	-407	21	42	-40	1	111	21	-49	
-235	-699	-407	21	42	-42	-2	102	14	-47	
-254	-671	-399	15	41	-41	0	106	14	4	
-239	-647	-380	22	43	-40	3	109	20	-1	
-195	-697	-357	18	41	-40	6	105	20	-51	
-178	-685	-365	19	41	-42	2	103	18	-45	
-224	-676	-352	21	44	-40	-2	102	22	8	
-240	-641	-349	24	46	-42	2	102	24	-8	
-225	-638	-366	22	41	-40	-2	96	25	-55	
-173	-675	-352	24	43	-40	-1	95	24	-43	
-195	-643	-355	19	43	-39	0	100	25	14	
-240	-605	-369	21	50	-39	7	102	24	-12	
-199	-604	-363	19	47	-35	3	105	23	-66	
-143	-458	-382	22	44	-34	5	96	25	-37	
-166	-660	-338	22	48	-37	1	97	23	14	
-200	-625	-350	22	46	-41	3	92	20	-24	
-195	-616	-344	15	42	-32	-3	90	19	-63	
-162	-635	-337	13	41	-34	-2	86	22	-32	
-165	-618	-326	14	36	-35	0	85	17	16	
-172	-659	-313	18	36	-36	0	85	21	-24	
-162	-620	-295	19	35	-43	2	83	25	-63	
-126	-641	-277	18	36	-46	0	74	30	-31	
-117	-660	-280	15	32	-45	-2	76	33	7	
-136	-625	-260	16	27	-50	-5	79	37	-25	
-146	-621	-261	18	26	-50	-1	75	37	-51	
-120	-605	-256	16	30	-45	1	72	38	-25	
-139	-619	-252	21	36	-40	-2	76	43	5	
-100	-621	-263	24	39	-44	1	76	40	-22	
-92	-619	-193	25	46	-41	4	75	38	-57	
-54	-624	-204	24	41	-32	1	80	37	-24	
-55	-648	-198	25	40	-40	3	73	30	4	
-65	-637	-191	21	37	-35	-1	69	28	-30	
-66	-618	-165	15	36	-33	-2	77	28	-55	
-71	-666	-128	14	32	-37	3	81	25	-16	
-53	-651	-116	21	30	-40	-1	85	22	7	
-36	-653	-91	18	25	-40	-6	89	18	-37	
-44	-660	-72	19	22	-39	2	87	18	-50	
-4	-655	-68	18	18	-40	5	93	20	3	
-10	-613	-49	19	16	-39	2	92	21	7	
-18	-463	-43	19	16	-32	-1	93	18	-43	
17	-222	-13	22	14	-33	-1	97	21	-47	
56	-21	3	18	12	-35	1	96	24	7	
44	72	21	19	16	-30	2	96	20	10	
31	155	49	21	18	-26	4	102	13	-53	
60	219	65	19	24	-20	11	102	12	-40	
77	281	68	21	31	-19	4	108	9	14	
60	317	70	21	35	-22	4	111	6	-3	
81	347	76	19	36	-21	2	110	1	-55	
88	383	91	18	37	-20	1	114	-6	-37	
110	404	99	22	41	-15	4	112	-11	29	
110	446	82	22	39	-16	1	114	-6	-7	
82	486	94	22	37	-19	0	120	-11	-64	
77	481	88	24	34	-23	7	123	-15	-30	
103	509	83	19	36	-23	5	124	-16	24	
139	545	98	21	38	-25	6	114	-22	-12	
130	560	106	21	32	-28	1	118	-18	-61	
113	586	112	18	34	-27	2	117	-9	-25	
120	605	113	16	33	-28	2	109	-4	23	
152	613	135	22	28	-30	4	103	9	-18	
146	618	130	21	25	-32	4	88	18	-69	
125	639	128	22	24	-28	-1	83	24	-21	
132	648	132	18	23	-34	-1	76	27	28	
152	648	128	19	21	-30	4	70	35	-18	
125	669	136	21	17	-29	2	73	47	-69	
87	690	138	19	17	-28	-4	63	47	-28	
107	723	134	19	18	-37	2	65	53	14	
173	737	123	18	15	-39	1	62	53	-21	
171	765	126	18	11	-48	-1	57	56	-46	
131	803	134	19	6	-51	-6	54	53	-18	
98	832	119	24	1	-56	-4	54	51	5	
152	868	107	22	-3	-58	-4	53	48	-37	
209	873	101	19	-6	-60	-3	44	43	-49	
200	905	96	9	-10	-55	-2	49	38	-3	
164	923	98	2	-5	-58	-2	47	40	-12	
161	919	103	8	-9	-52	3	52	40	-49	
173	931	105	14	-14	-54	8	44	41	-28	
144	949	109	22	-24	-67	9	44	38	-1	
123	942	106	24	-34	-70	9	37	45	-24	
155	934	114	21	-44	-65	0	34	44	-55	
167	936	118	11	-55	-70	-11	33	57	-18	
144	935	125	0	-73	-79	-12	30	60	-12	
130	939	135	-4	-88	-95	-5	33	60	-26	
137	939	144	6	-100	-109	10	21	80	-32	
150	938	162	-1	-117	-128	8	28	80	-16	
189	941	173	1	-136	-147	5	21	87	-15	
208	945	181	-2	-138	-165	4	14	87	-35	
192	949	197	8	-134	-170	-5	15	89	-28	
199	952	207	5	-138	-175	-9	11	96	-16	
197	968	224	5	-137	-173	-3	10	97	-21	
205	983	249	9	-123	-180	-1	16	100	-43	
201	1007	261	21	-127	-189	4	11	105	-21	
230	1037	267	26	-125	-194	6	11	100	-14	
238	1026	278	24	-119	-188	7	5	97	-26	
234	1029	286	19	-108	-199	-2	9	98	-28	
208	1034	289	16	-106	-194	-7	12	90	-24	
188	1037	291	14	-110	-192	-2	14	83	-12	
183	1037	285	14	-118	-192	4	9	90	-26	
162	1026	302	18	-127	-194	-4	12	89	-36	
194	1036	306	14	-132	-189	-2	10	82	-11	
204	1032	305	11	-124	-184	-2	23	79	-5	
219	1028	302	8	-144	-168	-6	14	76	-26	
212	1056	291	5	-142	-162	-4	17	73	-36	
181	1032	281	3	-147	-157	-4	20	70	-8	
159	1011	268	3	-142	-153	-2	15	71	-3	
208	992	267	8	-149	-145	-2	14	74	-35	
230	992	273	6	-151	-133	4	17	73	-37	
213	980	258	8	-147	-126	1	19	70	10	
172	972	258	9	-135	-118	-2	20	69	-6	
170	957	256	12	-131	-118	2	20	70	-51	
212	920	251	16	-128	-116	1	17	69	-21	
217	908	256	18	-125	-110	4	18	66	17	
172	892	259	21	-121	-111	2	17	71	-16	
163	861	258	15	-116	-100	3	17	73	-55	
173	828	253	18	-119	-105	-2	15	74	-17	
179	808	256	16	-112	-100	2	15	73	17	
183	778	266	18	-115	-94	2	17	64	-28	
131	754	265	18	-116	-95	-2	17	73	-51	
129	734	255	18	-118	-95	0	17	76	0	
153	697	284	19	-124	-90	-1	18	76	17	
164	665	275	15	-124	-94	3	19	77	-32	
170	644	262	15	-126	-76	-6	20	70	-49	
177	601	255	16	-128	-69	0	23	70	2	
161	583	271	18	-122	-63	4	26	69	22	
133	558	264	21	-118	-62	4	27	70	-41	
150	525	262	18	-115	-53	1	21	67	-40	
157	498	255	12	-103	-42	-2	19	66	9	
138	479	240	12	-93	-29	4	20	69	14	
163	457	227	8	-80	-24	0	17	61	-43	
141	436	223	9	-69	-20	5	20	59	-40	
123	414	194	6	-60	-7	6	20	59	16	
131	411	185	8	-57	2	2	21	60	5	
139	374	173	6	-38	10	-1	23	60	-41	
137	383	157	6	-20	16	1	21	57	-28	
163	381	138	15	-13	20	1	20	60	5	
161	365	132	29	-18	21	6	23	66	-2	
134	342	108	22	-1	20	8	24	61	-43	
122	332	100	15	-7	17	-2	23	64	-26	
125	302	89	9	2	20	-10	25	66	18	
116	275	60	3	3	24	-9	24	61	-6	
105	252	55	-5	6	29	0	29	61	-39	
105	235	48	8	-5	21	6	24	61	-40	
102	170	30	16	4	15	7	27	59	10	
107	173	20	21	1	11	12	24	60	-2	
164	135	21	19	0	18	1	27	63	-36	
179	110	5	14	-3	23	-8	20	63	-28	
153	76	2	8	1	17	-10	24	57	24	
140	44	2	12	-4	5	-4	23	58	8	
116	20	-12	15	-13	8	5	25	64	-47	
149	15	-49	19	-16	14	13	24	67	9	
113	-2	-70	15	-17	13	9	23	73	23	
100	-38	-84	13	-3	18	3	23	74	-26	
148	-57	-115	12	-4	20	-3	24	73	-47	
134	-48	-68	11	7	27	0	24	77	-8	
101	-34	-98	9	-1	21	4	24	76	33	
108	-49	-110	19	0	38	9	27	80	-31	
115	-81	-112	22	1	38	4	24	74	-46	
136	-111	-109	21	11	38	4	27	70	8	
118	-121	-126	12	18	39	-1	23	74	20	
93	-161	-121	9	17	33	-6	23	74	-26	
77	-210	-139	8	17	25	-3	17	79	-43	
85	-213	-146	11	17	25	-1	20	79	9	
77	-257	-171	12	23	23	0	14	76	24	
60	-262	-179	14	31	20	0	12	84	-34	
61	-266	-189	11	35	15	-1	14	87	-38	
76	-278	-210	12	33	12	-6	15	89	11	
51	-300	-218	11	35	14	-6	17	93	24	
53	-293	-227	9	41	14	-3	20	106	-34	
82	-273	-234	9	55	15	3	25	119	-18	
82	-273	-234	9	55	15	3	25	119	-18	
82	-273	-234	9	55	15	3	25	119	-18	
99	-206	-234	5	63	23	1	44	164	-15	
89	-196	-231	6	68	20	4	46	157	3	
70	-185	-228	6	68	20	2	67	216	74	
53	-193	-239	9	74	19	2	137	331	149	
93	-169	-243	8	75	12	-2	161	379	38	
84	-165	-240	9	72	10	-1	160	382	35	
37	-172	-223	6	69	12	2	150	372	54	
38	-174	-218	5	71	6	-1	186	440	161	
77	-181	-226	1	77	7	0	198	465	153	
79	-167	-221	1	69	-3	1	200	480	76	
18	-164	-213	3	67	-9	0	207	500	82	
13	-151	-219	8	59	-6	-2	213	523	141	
63	-153	-221	6	56	-7	-4	225	551	166	
76	-136	-220	12	50	-8	-7	236	582	142	
21	-134	-206	9	54	-8	-2	244	607	112	
16	-120	-195	11	46	-9	-2	261	632	112	
65	-114	-189	6	45	-21	3	271	650	142	
76	-108	-194	12	44	-23	8	288	674	158	
53	-108	-187	6	39	-30	4	298	701	146	
14	-95	-183	9	39	-34	5	323	716	165	
38	-85	-183	5	36	-43	8	336	736	190	
66	-60	-179	15	33	-41	1	348	749	206	
43	-76	-175	15	26	-54	4	361	748	218	
22	-73	-168	15	27	-62	4	369	760	230	
23	-76	-149	12	20	-66	0	383	766	259	
45	-81	-152	9	10	-75	-3	377	774	268	
46	-87	-155	15	7	-85	0	378	779	256	
26	-91	-150	9	-1	-105	-2	382	795	251	
7	-86	-142	3	-1	-107	-3	386	814	251	
11	-91	-127	5	-3	-113	-6	387	830	218	
20	-77	-122	6	-10	-126	-7	401	832	216	
23	-83	-107	9	-9	-124	-6	410	849	219	
21	-77	-106	15	-8	-120	-2	413	854	244	
26	-80	-97	11	-5	-129	-6	414	865	254	
26	-73	-81	11	-3	-120	-2	424	873	246	
23	-68	-81	11	-1	-119	-1	428	881	210	
37	-67	-79	11	1	-114	4	425	885	193	
55	-59	-82	12	-1	-116	4	428	879	192	
27	-46	-74	11	2	-104	-4	445	882	209	
4	-51	-72	9	3	-93	0	448	883	223	
-4	-52	-66	11	2	-88	4	462	888	216	
50	-43	-64	11	1	-84	2	467	879	204	
81	-49	-53	9	1	-90	4	472	880	184	
50	-43	-43	11	-2	-88	-1	490	874	189	
9	-47	-48	14	-5	-88	-2	504	874	215	
-7	-53	-49	9	-4	-96	-1	497	887	219	
10	-59	-41	5	-4	-94	3	500	872	217	
66	-61	-34	8	-7	-96	-1	512	869	241	
75	-77	-17	5	-7	-95	0	525	882	261	
38	-79	-13	9	-4	-94	0	512	888	225	
17	-80	-9	6	2	-91	2	520	885	251	
3	-83	-10	14	-1	-92	3	518	861	261	
10	-88	-10	11	1	-83	1	530	886	275	
37	-84	-11	15	10	-84	5	518	887	246	
63	-95	-9	14	10	-78	2	524	858	247	
48	-91	2	14	9	-70	6	532	853	258	
33	-83	12	18	17	-65	8	525	844	264	
23	-77	15	12	19	-62	4	528	848	250	
10	-76	6	12	18	-56	6	532	839	273	
30	-75	4	11	18	-60	6	537	838	261	
55	-78	4	11	17	-63	2	534	836	242	
66	-79	4	11	15	-60	3	545	813	254	
56	-90	9	12	14	-58	0	559	820	275	
48	-88	23	11	14	-55	-2	557	822	261	
61	-95	32	8	15	-53	-2	553	807	283	
54	-107	39	11	15	-60	2	550	827	288	
72	-107	41	8	14	-63	-1	538	829	280	
86	-104	40	11	13	-51	-2	530	812	273	
81	-114	36	12	18	-50	0	519	811	260	
63	-117	33	12	17	-55	0	521	823	257	
60	-105	41	16	17	-51	1	502	821	252	
53	-98	44	16	21	-50	3	500	813	238	
37	-102	46	12	19	-41	-1	501	794	224	
43	-106	44	13	18	-37	-2	493	782	211	
50	-96	41	11	21	-44	2	497	779	235	
67	-79	41	15	16	-35	2	488	764	262	
69	-78	29	14	13	-39	4	493	739	259	
69	-89	20	16	20	-35	4	482	725	223	
65	-86	15	12	17	-32	7	477	720	215	
73	-74	15	9	10	-35	3	475	710	215	
60	-71	10	11	4	-41	2	465	683	248	
54	-79	11	8	1	-40	-1	468	671	221	
54	-78	14	9	-7	-48	-2	453	669	213	
57	-70	23	9	-4	-50	-2	453	640	195	
56	-62	24	9	-7	-57	-2	432	644	264	
40	-62	23	11	-3	-57	5	414	648	260	
53	-71	20	18	-2	-56	3	403	647	234	
59	-76	8	18	-1	-56	-1	383	629	193	
44	-68	9	15	3	-60	0	385	611	212	
39	-62	-4	16	4	-61	0	375	581	238	
42	-52	-14	14	3	-65	-3	358	560	224	
51	-53	-27	12	1	-56	1	362	530	189	
36	-49	-32	6	2	-60	-2	358	501	205	
36	-40	-30	8	-5	-63	2	365	483	252	
26	-33	-27	12	-9	-65	3	352	469	220	
46	-24	-34	6	-7	-63	0	345	444	176	
48	-18	-39	11	-12	-65	-1	337	441	172	
36	-8	-36	9	-9	-60	1	321	431	213	
26	-11	-47	9	-16	-57	-3	299	439	194	
45	-7	-52	8	-15	-61	-2	279	436	149	
45	-2	-56	8	-11	-60	1	263	419	155	
43	-3	-64	11	-10	-56	0	250	428	196	
33	-6	-61	8	-11	-58	3	249	409	200	
56	-14	-63	8	-9	-59	3	232	397	146	
68	-16	-59	9	-6	-60	-2	218	357	109	
62	-16	-60	6	-5	-57	1	211	323	124	
36	-18	-55	11	-1	-60	1	203	288	112	
40	-22	-50	15	1	-64	-5	191	248	101	
48	-22	-56	13	1	-60	-1	182	199	105	
38	-29	-48	9	2	-63	-5	178	158	102	
30	-27	-60	9	-2	-60	1	164	124	110	
27	-23	-53	9	-1	-62	-4	159	116	104	
36	-13	-72	11	-1	-63	-2	156	90	67	
47	-4	-71	11	0	-65	5	140	52	68	
41	2	-76	12	2	-62	2	126	31	62	
35	4	-83	12	1	-60	0	115	-2	83	
56	-2	-81	11	1	-59	-6	120	-39	73	
67	-5	-94	5	0	-60	-2	113	-80	47	
64	-6	-91	8	-1	-56	5	101	-126	53	
49	-2	-80	9	5	-55	5	97	-159	35	
48	5	-86	11	5	-55	4	68	-182	-6	
63	8	-72	11	8	-56	3	86	-217	-21	
50	2	-70	6	11	-49	0	71	-241	-31	
34	-12	-66	9	14	-39	0	54	-267	-31	
39	-24	-58	11	14	-38	3	28	-299	-17	
48	-42	-59	11	18	-38	3	19	-309	-15	
47	-44	-56	14	25	-35	-4	6	-337	-26	
35	-37	-47	11	29	-25	-2	-6	-362	-49	
25	-35	-48	11	32	-29	-3	-19	-389	-59	
96	-31	-43	11	38	-22	4	-27	-411	-36	
124	-43	-43	11	42	-19	5	-40	-440	-50	
79	-48	-53	11	44	-16	3	-30	-489	-83	
51	-52	-52	12	51	-10	3	-43	-527	-116	
43	-62	-48	15	59	-8	2	-49	-555	-99	
73	-59	-50	11	63	-6	4	-44	-593	-67	
96	-61	-48	12	69	1	-1	-49	-632	-98	
77	-53	-51	9	66	6	3	-50	-664	-103	
65	-47	-51	9	78	13	5	-38	-704	-67	
79	-39	-42	11	80	14	1	-51	-724	-106	
75	-46	-33	11	88	14	0	-62	-740	-131	
78	-56	-29	8	93	13	3	-77	-764	-69	
57	-64	-23	12	93	16	3	-78	-785	-65	
40	-75	-6	11	99	25	-1	-94	-789	-121	
39	-88	4	11	101	25	0	-110	-794	-147	
41	-96	14	8	113	38	0	-107	-825	-111	
40	-99	17	12	124	45	2	-97	-832	-96	
37	-89	17	12	130	50	4	-99	-850	-132	
39	-91	20	16	134	59	6	-104	-865	-143	
46	-89	20	11	135	63	6	-101	-883	-143	
43	-88	23	16	145	66	0	-93	-907	-123	
47	-91	27	11	154	65	-1	-96	-915	-140	
45	-88	25	12	155	58	-2	-98	-931	-148	
61	-100	32	8	149	60	-1	-102	-937	-140	
52	-89	29	13	140	50	8	-111	-938	-132	
54	-89	32	12	138	59	6	-103	-954	-109	
69	-88	37	14	143	55	3	-109	-970	-129	
55	-89	43	9	151	55	-2	-105	-967	-166	
40	-81	49	8	151	53	-2	-102	-970	-154	
60	-71	47	15	147	57	-1	-103	-974	-133	
65	-68	60	19	147	50	8	-101	-976	-139	
41	-68	72	18	148	47	8	-105	-981	-156	
37	-75	69	14	150	50	7	-116	-981	-170	
35	-82	75	14	151	44	0	-128	-979	-147	
40	-85	84	12	150	43	1	-133	-984	-170	
20	-95	92	9	149	40	11	-142	-989	-238	
13	-98	105	16	149	39	9	-145	-994	-268	
16	-101	105	18	147	35	11	-147	-1018	-253	
26	-101	106	16	146	33	-6	-153	-1053	-223	
16	-101	116	16	142	35	7	-171	-1079	-216	
16	-90	127	16	140	31	10	-179	-1111	-236	
21	-84	135	15	131	27	4	-193	-1139	-247	
35	-75	180	12	128	20	4	-207	-1154	-240	
36	-72	133	15	127	19	8	-211	-1171	-232	
32	-67	137	13	126	22	4	-211	-1178	-257	
36	-60	166	12	126	24	5	-207	-1181	-242	
36	-63	156	5	134	33	5	-214	-1183	-256	
42	-63	170	12	134	36	2	-213	-1192	-252	
38	-64	153	18	144	40	4	-217	-1200	-264	
40	-65	151	31	137	45	6	-224	-1188	-243	
58	-66	149	29	139	41	18	-226	-1175	-254	
51	-74	156	22	137	45	4	-224	-1178	-265	
23	-74	155	19	142	52	-2	-228	-1180	-264	
20	-67	164	14	138	57	-11	-239	-1171	-245	
50	-64	159	6	132	54	-6	-239	-1157	-216	
76	-65	162	8	126	50	4	-238	-1153	-213	
49	-59	160	12	118	50	5	-240	-1139	-213	
3	-57	146	14	113	49	4	-249	-1132	-196	
23	-48	149	9	111	46	1	-254	-1115	-143	
53	-43	149	8	117	54	-5	-260	-1102	-172	
-13	-37	151	11	114	51	-6	-247	-1086	-213	
-64	-31	141	14	113	55	-3	-244	-1066	-209	
-18	-28	125	18	115	54	0	-260	-1057	-165	
63	-31	103	16	115	54	-1	-266	-1035	-152	
65	-33	98	16	111	51	5	-263	-1023	-177	
20	-25	113	16	122	62	1	-260	-996	-203	
-33	-24	109	13	121	58	1	-260	-959	-190	
-22	-26	92	15	120	57	3	-266	-949	-179	
23	-24	85	15	119	60	4	-277	-910	-185	
31	-16	78	19	119	52	2	-258	-878	-170	
23	-14	67	18	116	62	1	-261	-850	-180	
5	-12	57	15	112	58	3	-262	-815	-152	
10	-4	55	12	110	65	2	-266	-767	-116	
15	-2	45	14	101	61	1	-256	-742	-132	
25	4	44	16	92	63	11	-255	-725	-163	
15	8	35	12	82	61	-1	-252	-690	-166	
14	18	28	13	83	60	4	-246	-656	-137	
25	24	17	14	79	63	6	-249	-626	-141	
35	25	13	9	73	67	1	-254	-607	-143	
38	27	2	8	64	65	-2	-247	-587	-175	
27	28	-7	9	61	62	1	-243	-564	-165	
20	37	-15	12	62	61	0	-242	-540	-184	
37	39	-21	14	64	62	5	-236	-509	-185	
43	36	-29	14	63	70	5	-226	-469	-151	
43	34	-39	8	59	68	3	-218	-439	-149	
33	39	-53	5	58	73	-3	-202	-401	-144	
36	38	-60	3	60	67	-2	-193	-383	-126	
56	36	-61	8	65	70	-9	-187	-322	-145	
53	34	-64	3	63	75	-2	-182	-290	-130	
40	32	-61	2	59	67	2	-180	-252	-142	
40	32	-69	22	49	66	4	-184	-194	-133	
67	23	-70	31	33	54	12	-172	-180	-102	
53	26	-75	16	31	40	7	-174	-151	-129	
53	28	-68	6	20	34	0	-177	-135	-141	
61	15	-77	3	18	40	-8	-162	-117	-109	
62	14	-88	-2	1	41	-6	-165	-94	-99	
51	19	-94	2	9	34	7	-159	-80	-97	
59	22	-95	15	-2	30	15	-152	-87	-90	
79	13	-105	21	-5	38	16	-143	-55	-88	
84	9	-117	19	-10	47	10	-125	-33	-101	
84	21	-131	19	2	61	-3	-114	-3	-92	
120	22	-140	15	-4	62	-11	-111	17	-76	
118	26	-162	13	-8	80	-18	-97	49	-81	
97	29	-169	5	-17	86	-16	-96	94	-103	
94	31	-177	5	-20	81	-9	-81	130	-91	
111	36	-190	11	-26	75	-6	-78	192	-78	
107	45	-201	9	-44	73	-6	-78	227	-57	
96	44	-197	9	-59	67	-10	-67	270	-68	
100	48	-204	1	-59	68	-13	-62	298	-66	
96	56	-213	-2	-56	73	-16	-54	317	-40	
98	57	-227	0	-75	80	-7	-43	356	-60	
100	56	-235	2	-67	73	-1	-39	369	-70	
94	53	-244	9	-72	76	0	-34	397	-130	
85	54	-250	12	-67	82	4	-21	430	-226	
72	52	-251	9	-75	84	8	-20	422	-151	
93	48	-251	11	-64	79	11	-17	445	-46	
92	39	-257	12	-59	75	14	-13	454	-79	
90	30	-270	15	-53	57	17	-17	463	-138	
70	16	-277	18	-62	42	18	-15	478	-73	
57	1	-295	16	-57	31	5	-16	480	-55	
69	-14	-302	9	-57	19	2	-7	482	-118	
73	-35	-311	5	-56	0	-3	4	491	-111	
41	-52	-329	3	-59	-25	-11	8	506	-133	
31	-72	-340	9	-60	-55	-26	16	436	-171	
33	-97	-340	8	-63	-64	-23	25	319	-143	
44	-112	-353	2	-60	-58	-24	32	347	-75	
34	-135	-345	-2	-44	-50	-36	38	413	-101	
7	-166	-356	0	-46	-34	-26	44	424	-118	
0	-185	-365	8	-40	-26	-6	56	262	-112	
-13	-220	-377	6	-40	-5	34	55	197	-144	
-41	-261	-379	-1	-24	13	34	43	284	-139	
-66	-297	-401	0	-18	32	17	58	352	-110	
-72	-334	-411	-4	-15	40	14	51	306	-106	
-77	-367	-419	-8	-14	45	23	49	266	-72	
-67	-403	-420	-8	-14	42	14	52	322	-27	
-80	-429	-422	-4	-17	35	5	59	380	-46	
-99	-460	-423	2	-30	20	-1	62	376	-92	
-92	-479	-402	6	-28	5	-2	59	345	-75	
-78	-505	-388	-2	-27	-15	-3	66	353	7	
-108	-522	-377	1	-28	-30	-12	61	391	23	
-130	-548	-377	14	-24	-58	-15	66	405	-57	
-117	-568	-380	18	-27	-65	-5	68	387	-110	
-107	-600	-374	28	-21	-73	12	64	367	-49	
-136	-624	-373	26	-13	-83	6	63	366	3	
-172	-655	-378	32	-13	-74	-5	73	355	-1	
-171	-669	-383	32	-12	-74	-2	63	325	-88	
-168	-683	-387	29	-8	-68	3	74	282	-110	
-183	-693	-389	34	-7	-65	7	63	254	-47	
-199	-691	-402	38	-13	-54	9	58	210	-7	
-222	-694	-414	35	-13	-50	9	73	184	-60	
-197	-695	-432	25	-17	-38	2	80	149	-164	
-179	-694	-453	15	-16	-30	5	82	116	-119	
-190	-694	-478	14	-17	-26	-1	79	113	-17	
-181	-693	-493	5	-23	-21	-6	82	103	8	
-184	-692	-507	2	-27	-25	-2	102	103	-91	
-201	-696	-514	-2	-23	-23	-3	104	113	-132	
-218	-695	-516	-5	-20	-28	-2	110	119	-44	
-227	-699	-513	-7	-13	-28	-7	106	128	32	
-227	-716	-467	-11	-7	-26	-9	104	130	17	
-224	-720	-505	-7	5	-28	-10	93	119	-66	
-194	-747	-512	-2	15	-30	-6	94	133	-114	
-219	-768	-488	3	40	-27	-6	89	134	-40	
-259	-794	-469	15	61	-18	-3	70	124	-7	
-283	-821	-455	21	76	-7	-2	62	119	-23	
-270	-853	-446	26	98	5	1	64	106	-82	
-237	-881	-439	27	123	7	2	84	82	-89	
-230	-899	-442	37	123	14	7	98	73	-58	
